,printer,count,frequency
520,u.s. navy recruiting bureau,1,0.000189000189000189
521,"hartmut frielinghaus, hamburg",1,0.000189000189000189
522,"g. klosz & figlio, budapest",1,0.000189000189000189
523,"arti grafiche m. & g. pirovano, milan",1,0.000189000189000189
524,off. graf. alt - milano,1,0.000189000189000189
525,"continental identification products, inc.",1,0.000189000189000189
526,pierre andré benoit,1,0.000189000189000189
527,jacob samuel,1,0.000189000189000189
528,bruce mclean,1,0.000189000189000189
529,"w.m. brown & co., ltd.",1,0.000189000189000189
530,"c. ricordi and co., milano",1,0.000189000189000189
531,"atelier lecouturier, paris",1,0.000189000189000189
532,"graphische anstalt der fried. krupp a.g., essen, germany",1,0.000189000189000189
533,"the spiral press, new york",1,0.000189000189000189
534,"record offset corporation, new york",1,0.000189000189000189
535,"paul henss, paul henss weimar",1,0.000189000189000189
536,kadokawa books,1,0.000189000189000189
537,nyc wpa war services,1,0.000189000189000189
538,guy lévis mano,1,0.000189000189000189
539,"passavia druckerei gmbh, passau",1,0.000189000189000189
540,"otto metz & co., cologne",1,0.000189000189000189
541,black sun press,1,0.000189000189000189
542,"graphische werkstätte der württembergischen staatlichen kunsgewerbeschule, stuttgart",1,0.000189000189000189
543,"hoonte, utrecht",1,0.000189000189000189
544,"karen davidson, new york",1,0.000189000189000189
545,bauhaus satz,1,0.000189000189000189
546,"gebrüder obpacher ag, munich",1,0.000189000189000189
547,"mccandlish lithograph corp., philadelphia",1,0.000189000189000189
548,"mcc & co., ltd., london",1,0.000189000189000189
549,"benno schwabe and co., basel",1,0.000189000189000189
550,"oscar consée, munich",1,0.000189000189000189
551,"w. hagelberg akt., berlin",1,0.000189000189000189
552,"chiswick press, london",1,0.000189000189000189
553,"frazier-soye, richard, paris",1,0.000189000189000189
554,"redwood books wiltshire, england",1,0.000189000189000189
555,various printers,1,0.000189000189000189
556,"solo impression, new york",1,0.000189000189000189
557,"meissner colorcrafts, inc., new york",1,0.000189000189000189
558,"kaow, wroclaw",1,0.000189000189000189
559,"sea cliff editions, new york",1,0.000189000189000189
560,serge lozingot,1,0.000189000189000189
561,"attributed to brückner, magdeburg, germany",1,0.000189000189000189
562,jacques beltrand,1,0.000189000189000189
563,sylph co. ltd.,1,0.000189000189000189
564,deutscher künstlerbund,1,0.000189000189000189
565,"nauck & hartmann, berlin",1,0.000189000189000189
566,stephen white,1,0.000189000189000189
567,"acme litho. co., n.y.",1,0.000189000189000189
568,"siebdruck vogel, ulm",1,0.000189000189000189
569,f. walcher,1,0.000189000189000189
570,"kunstanstalt gebrüder fey, frankfurt",1,0.000189000189000189
571,r.s.w.,1,0.000189000189000189
572,"carl sabo, berlin, berlin",1,0.000189000189000189
573,ogiz (association of state book and magazine publishing houses),1,0.000189000189000189
574,m. h. krannich,1,0.000189000189000189
575,"benrido co. ltd., japan, toppan printing co., ltd.",1,0.000189000189000189
576,"jacques bollmann a.g., zurich",1,0.000189000189000189
577,robert blanchet,1,0.000189000189000189
578,"georges leblanc, paris",1,0.000189000189000189
579,wilhelm limpert,1,0.000189000189000189
580,"ywca, ymca",1,0.000189000189000189
581,i. speich,1,0.000189000189000189
582,fachlehrer wilhelm lesemann,1,0.000189000189000189
583,abel martin,1,0.000189000189000189
584,"lindemann & ludecke, berlin",1,0.000189000189000189
585,"the litho shop, inc., santa monica",1,0.000189000189000189
586,"graphische kunstanstalt h. f. jütte, leipzig",1,0.000189000189000189
587,"graphische anstalt f.w. rohden, essen, germany",1,0.000189000189000189
588,"albin uldry workshop, switzerland, reprotechnik kloten ag",1,0.000189000189000189
589,"drukkerij ""de kroon"", hilversum",1,0.000189000189000189
590,boy scouts of america,1,0.000189000189000189
591,"15th state printing house, petrograd",1,0.000189000189000189
592,françois bernouard,1,0.000189000189000189
593,"heywood strasser & voight litho. co., new york",1,0.000189000189000189
594,"lito latta, savona, italy",1,0.000189000189000189
595,"graphics international, inc., japan",1,0.000189000189000189
596,behrndt,1,0.000189000189000189
597,rivadeneyra co.,1,0.000189000189000189
598,"edition gunnar a. kaldewey, düsseldorf",1,0.000189000189000189
599,"albert martin, inc., new york",1,0.000189000189000189
600,robert gair company,1,0.000189000189000189
601,b. wery,1,0.000189000189000189
602,"dr. cantz'sche druckerei, ostfildern",1,0.000189000189000189
603,"edler und krische, hannover, carl sabo, berlin",1,0.000189000189000189
604,"peuvag, druckereifiliale",1,0.000189000189000189
605,"brett litho co., new york",1,0.000189000189000189
606,pinkus,1,0.000189000189000189
607,"società grafoca g. modiano, milan",1,0.000189000189000189
608,karen eubel,1,0.000189000189000189
609,"gemini g.e.l., los angeles",1,0.000189000189000189
610,william majors,1,0.000189000189000189
611,"bauhaus, dessau",1,0.000189000189000189
612,"imprenta anzilotti, buenos aires",1,0.000189000189000189
613,go it printing office,1,0.000189000189000189
614,"j. lefman, paris",1,0.000189000189000189
615,"carl griese, hamburg",1,0.000189000189000189
616,wkd,1,0.000189000189000189
617,"stołeczne zaklady drukarskie, warsaw",1,0.000189000189000189
618,"officina lucini, milan, italy",1,0.000189000189000189
619,anselm kiefer,1,0.000189000189000189
620,"albani drukkers, the hague, the netherlands",1,0.000189000189000189
621,"atelier marquet, paris",1,0.000189000189000189
622,"la imprenta lópez, buenos aires",1,0.000189000189000189
623,"atelier franck bordas, paris",1,0.000189000189000189
624,krasniy proletariy (red proletarian),1,0.000189000189000189
625,"miesenbach riffarth & co. a.g., berlin-schöneberg",1,0.000189000189000189
626,assoc. motion picture adv.,1,0.000189000189000189
627,"lacourière, paris, e. durand",1,0.000189000189000189
628,"brown robertson co., new york",1,0.000189000189000189
629,"mospoligraf, moscow",1,0.000189000189000189
630,"vereinigte lausitzer glaswerke a.g., weisswasser, germany",1,0.000189000189000189
631,"richard von sichowsky, hamburg, paul wunderlich, hamburg",1,0.000189000189000189
632,"atelier jean paul vibert, atelier morsang, paris",1,0.000189000189000189
633,sergio tosi,1,0.000189000189000189
634,"franzis druck, munich",1,0.000189000189000189
635,"les presses du montparnasse, paris",1,0.000189000189000189
636,"peuvag-druckerei, berlin",1,0.000189000189000189
637,arrington-paris,1,0.000189000189000189
638,"hans bichelmeier, mannheim, germany",1,0.000189000189000189
639,"imprimerie arte, paris",1,0.000189000189000189
640,frenckell,1,0.000189000189000189
641,"hachard & cie., paris",1,0.000189000189000189
642,"münster & co., vienna, austria",1,0.000189000189000189
643,"r. townsend, inc., boston",1,0.000189000189000189
644,"a. wohlfeld, magdeburg",1,0.000189000189000189
645,various workshops,1,0.000189000189000189
646,"w. giradet, essen",1,0.000189000189000189
647,"albin uldry workshop, switzerland",1,0.000189000189000189
648,"telehor verlag, brno",1,0.000189000189000189
