,credit,count,frequency
491,"gift of daniel morris and denis gallion, historical design collection inc.",2,0.00016237720224080538
492,gift of marshall field & co.,2,0.00016237720224080538
493,gift of don page,2,0.00016237720224080538
494,gift of singer sewing machine co.,2,0.00016237720224080538
495,ngift of the manufacturer,2,0.00016237720224080538
496,gift of galerie denise rené,2,0.00016237720224080538
497,d. s. and r. h. gottesman foundation,2,0.00016237720224080538
498,gift of gertrud a. mellon,2,0.00016237720224080538
499,"gift of golden west merchandisers, usa",2,0.00016237720224080538
500,department purchase funds,2,0.00016237720224080538
501,transferred from museum library,2,0.00016237720224080538
502,gift of museu de arte moderna de são paulo,2,0.00016237720224080538
503,gift of karl gerstner,2,0.00016237720224080538
504,gift of the edgar & theresa hyman foundation fund,2,0.00016237720224080538
505,acquired by exchange from the university of glasgow,2,0.00016237720224080538
506,"given in honor of arthur drexler by sydney and frances lewis, richmond, virginia",2,0.00016237720224080538
507,acquired through the generosity of howard b. johnson in honor of riva castleman,2,0.00016237720224080538
508,"gift of berggruen and co., paris",2,0.00016237720224080538
509,gift of habitat associates,2,0.00016237720224080538
510,"gift of the designer and thackrey & robertson, san francisco",2,0.00016237720224080538
511,gift from the collection of mr. and mrs. albert greene,2,0.00016237720224080538
512,gift of mrs. j. frederic byers,2,0.00016237720224080538
513,gift of abercrombie & fitch,2,0.00016237720224080538
514,gift of the judith rothschild foundation (donation of michael sheehe),2,0.00016237720224080538
515,gift of the international council and library - latin american archive of the museum of modern art,2,0.00016237720224080538
516,"gift of thackrey & robertson, san francisco, and the designer",2,0.00016237720224080538
517,gift of louise chinn,2,0.00016237720224080538
518,gift of lord & taylor,2,0.00016237720224080538
519,"gift of waertsila corporation, new york",2,0.00016237720224080538
520,gift of café nicholson,2,0.00016237720224080538
521,mrs. stanley resor fund,2,0.00016237720224080538
522,gift of jane s. and leland s. englebardt ii,2,0.00016237720224080538
523,gift of chermayeff & geismar associates,2,0.00016237720224080538
524,gift of owens-illinois glass co.,2,0.00016237720224080538
525,gift of pierre apraxine,2,0.00016237720224080538
526,"gift of thonet industries, inc.",2,0.00016237720224080538
527,gift of patricia phelps de cisneros and the manufacturer,2,0.00016237720224080538
528,gift of carol o. selle,2,0.00016237720224080538
529,gift of fred leighton,2,0.00016237720224080538
530,gift of atelier international,2,0.00016237720224080538
531,gift of h. a. mack & co. inc.,2,0.00016237720224080538
532,gift of orrefors galleries,2,0.00016237720224080538
533,gift of faber donoughe,2,0.00016237720224080538
534,gift of gérald cramer,2,0.00016237720224080538
535,gift of agnes gund,2,0.00016237720224080538
536,"gift of the new york public library, donnell library center",2,0.00016237720224080538
537,"gift of the judith rothschild foundation (donation, in part, of elaine lustig cohen in memory of arthur a. cohen)",2,0.00016237720224080538
538,"gift of mayhew-copley, ltd.",2,0.00016237720224080538
539,gift of john b. rodgers,2,0.00016237720224080538
540,gift of ralph o. smith co.,2,0.00016237720224080538
541,"gift of celeste and armand p. bartos, mrs. s. i. newhouse, jr., and purchase",2,0.00016237720224080538
542,gift of the louis comfort tiffany foundation,2,0.00016237720224080538
543,special purchasefund (exh. 65),2,0.00016237720224080538
544,william k. simpson fund,2,0.00016237720224080538
545,robert k. and barbara j. straus family foundation,2,0.00016237720224080538
546,"the philip l. goodwin collection (gift of james l. goodwin, henry sage goodwin, and richmond l. brown)",2,0.00016237720224080538
547,gift of john bedenkapp,2,0.00016237720224080538
548,gift of frederieke taylor and purchase,2,0.00016237720224080538
549,gift of the stedelijk museum amsterdam,2,0.00016237720224080538
550,"gift of lily auchincloss, celeste bartos, and marshall cogan",2,0.00016237720224080538
551,gift of h.h. corning,2,0.00016237720224080538
552,"gift of the east hampton gallery, new york",1,8.118860112040269e-05
553,gift of olivetti underwood,1,8.118860112040269e-05
554,gift of the rural electrification administration,1,8.118860112040269e-05
555,gift of giorgio upiglio,1,8.118860112040269e-05
556,"gift of fraser's, inc.",1,8.118860112040269e-05
557,gift of gifford phillips and purchase,1,8.118860112040269e-05
558,gift of fred leighton inc.,1,8.118860112040269e-05
559,marshall cogan purchase fund and exchange,1,8.118860112040269e-05
560,gift of robert and joyce menschel,1,8.118860112040269e-05
561,gift of dorothy miller (by exchange),1,8.118860112040269e-05
562,gift of inter/graph,1,8.118860112040269e-05
563,gift of garrison products,1,8.118860112040269e-05
564,gift of mrs. ruth abrams,1,8.118860112040269e-05
565,gift of the rosengarten foundation,1,8.118860112040269e-05
566,gift of braun north america,1,8.118860112040269e-05
567,gift of laurent oppenheim,1,8.118860112040269e-05
568,gift of finland ceramics and glass corp.,1,8.118860112040269e-05
569,abby aldrich rockefeller fund and blanchette hooker rockefeller fund,1,8.118860112040269e-05
570,architecture and design interest fund,1,8.118860112040269e-05
571,gift of dan redmon,1,8.118860112040269e-05
572,gift of marshall s. cogan in honor of barbara jakobson,1,8.118860112040269e-05
573,gift of arthur a. goldberg,1,8.118860112040269e-05
574,leslie j. garfield fund,1,8.118860112040269e-05
575,joy e. feinberg fund and friends of the department fund,1,8.118860112040269e-05
576,gift of loriano bertini,1,8.118860112040269e-05
577,gift of barbara pine in memory of morris goldman,1,8.118860112040269e-05
578,"gift of lenart import, ltd.",1,8.118860112040269e-05
579,peter stone fund,1,8.118860112040269e-05
580,gift of mrs. gifford phillips,1,8.118860112040269e-05
581,gift of the publications department,1,8.118860112040269e-05
582,zaidee dufallo fund and greta daniel fund,1,8.118860112040269e-05
583,gift of the swiss national tourist office,1,8.118860112040269e-05
584,"gift of the vitra design foundation, switzerland",1,8.118860112040269e-05
585,gift of dr. w.j.h.b. sandberg,1,8.118860112040269e-05
586,gift of the formica corporation,1,8.118860112040269e-05
587,gift of charles cowles,1,8.118860112040269e-05
588,gift of mrs. henry i. cobb,1,8.118860112040269e-05
589,gift of the cio political action committee,1,8.118860112040269e-05
590,don page fund and purchase,1,8.118860112040269e-05
591,gift of pennsylvania drug co.,1,8.118860112040269e-05
592,rob beyer purchase fund,1,8.118860112040269e-05
593,"gift of john stuart, inc.",1,8.118860112040269e-05
594,gift of the artist and brooke alexander,1,8.118860112040269e-05
595,gift of aline saarinen,1,8.118860112040269e-05
596,purchase and partial gift of leslie j. schreyer,1,8.118860112040269e-05
597,gift of anatole pohorilenko in memory of monroe wheeler,1,8.118860112040269e-05
598,"chermayeff and geisman associates fund, department purchase",1,8.118860112040269e-05
599,"gift of knoll international inc., usa",1,8.118860112040269e-05
600,gift of waertsila corporation,1,8.118860112040269e-05
601,gift of john massey,1,8.118860112040269e-05
602,gift of dorothy miller,1,8.118860112040269e-05
603,gift of andrew raeburn,1,8.118860112040269e-05
604,gift of louise l. chinn,1,8.118860112040269e-05
605,gift of peter katz,1,8.118860112040269e-05
606,purchase (transferred from museum library),1,8.118860112040269e-05
607,gift of stelton usa,1,8.118860112040269e-05
608,gift of lucia eames demetrios,1,8.118860112040269e-05
609,gift of the philadelphia college of art,1,8.118860112040269e-05
610,gift of herman miller furniture co.,1,8.118860112040269e-05
611,mrs. armand p. bartos purchase fund,1,8.118860112040269e-05
612,gift of lincoln center,1,8.118860112040269e-05
613,gift of the war production board,1,8.118860112040269e-05
614,gift of the manufacturer and icf inc.,1,8.118860112040269e-05
615,"gift of yamaha electronics corporation, usa",1,8.118860112040269e-05
616,"gift of brandeis university national women's committee, greater new york, new jersey region, in memory of lester f. avnet",1,8.118860112040269e-05
617,gift of evelyn and robert frank,1,8.118860112040269e-05
618,gift of the london transport enquiry office,1,8.118860112040269e-05
619,gift of rita mcnamara pleet,1,8.118860112040269e-05
620,gift of the associates of the department of prints and illustrated books and of elaine lustig cohen in memory of arthur a. cohen,1,8.118860112040269e-05
621,gift of hessischer rundfunk,1,8.118860112040269e-05
622,gift of danish information office,1,8.118860112040269e-05
623,"gift of galerie friederich & dahlem, munich",1,8.118860112040269e-05
624,gift of michael whiteway,1,8.118860112040269e-05
625,gift of the olivetti company,1,8.118860112040269e-05
626,gift of eva zeisel,1,8.118860112040269e-05
627,gift of the estate of c.m. price,1,8.118860112040269e-05
628,"gift of stelton, usa",1,8.118860112040269e-05
629,joseph h. heil bequest and exchange,1,8.118860112040269e-05
630,gift of mr. jacques and mrs. anna b. dutka,1,8.118860112040269e-05
631,gift of peter s. reed,1,8.118860112040269e-05
632,gift of mourlot,1,8.118860112040269e-05
633,gift of steendrukkerij de jong and company,1,8.118860112040269e-05
634,"gift of the museum of applied arts, england",1,8.118860112040269e-05
635,gift of linda and julie janovic,1,8.118860112040269e-05
636,gift of the manufacturer and aram designs ltd.,1,8.118860112040269e-05
637,gift of leonard and evelyn lauder,1,8.118860112040269e-05
638,purchased with funds given by mrs. akio morita,1,8.118860112040269e-05
639,gift of japan,1,8.118860112040269e-05
640,gift of carolyn alexander and ted bonin,1,8.118860112040269e-05
641,gift of luiz buarque de hollanda,1,8.118860112040269e-05
642,gift of alfred roth and anonymous donor,1,8.118860112040269e-05
643,"abby aldrich rockefeller fund, jan tschichold collection",1,8.118860112040269e-05
644,gift of lunds konsthall,1,8.118860112040269e-05
645,joseph g. mayer foundation fund,1,8.118860112040269e-05
646,gift of mary ellen meehan,1,8.118860112040269e-05
647,given in memory of robert p. gersin,1,8.118860112040269e-05
648,gift of sitterle ceramics,1,8.118860112040269e-05
649,gift of lakota corporation,1,8.118860112040269e-05
650,"gift of the finnish commission, new york world's fair, 1939-40",1,8.118860112040269e-05
651,gift of louise bourgeois,1,8.118860112040269e-05
652,gift of mrs. schawinsky and purchase,1,8.118860112040269e-05
653,guimard fund,1,8.118860112040269e-05
654,"gift of terry dintenfass, inc.",1,8.118860112040269e-05
655,gift of the kunsthalle baden,1,8.118860112040269e-05
656,gift of miss mildred constantine,1,8.118860112040269e-05
657,gift of jacqueline brody,1,8.118860112040269e-05
658,gift of the curt valentin estate (by exchange),1,8.118860112040269e-05
659,gift of architectural supplements inc.,1,8.118860112040269e-05
660,gift of the war department,1,8.118860112040269e-05
661,joseph heil fund,1,8.118860112040269e-05
662,"gift of josiah wedgwood & sons, inc. of america",1,8.118860112040269e-05
663,"gift of stendig inc., n.y.c.",1,8.118860112040269e-05
664,"gift of richard s. zeisler, richard kahan, and purchase",1,8.118860112040269e-05
665,gift of galerie jeanne bucher,1,8.118860112040269e-05
666,barcelona pavilion replacement fund,1,8.118860112040269e-05
667,gift of jay leyda,1,8.118860112040269e-05
668,gift of macy's,1,8.118860112040269e-05
669,gift of ward and saks co.,1,8.118860112040269e-05
670,"gift of herbert tugendhat, knoll international, inc. and jack lenor larsen",1,8.118860112040269e-05
671,gift of the sidney janis gallery,1,8.118860112040269e-05
672,gift of the judith rothschild foundation (donation of gerald janecek),1,8.118860112040269e-05
673,gift of the university of glasgow,1,8.118860112040269e-05
674,gift of prunella clough,1,8.118860112040269e-05
675,museum purchase,1,8.118860112040269e-05
676,gift of pushpin lubalin & peckolick inc.,1,8.118860112040269e-05
677,gift of judith and riaz jurney,1,8.118860112040269e-05
678,gift of the berggruen gallery,1,8.118860112040269e-05
679,gift of the italian tourist bureau,1,8.118860112040269e-05
680,gift of mrs. susanne wasson-tucker,1,8.118860112040269e-05
681,gift of u.s.s.r. society for cultural relation with foreign countries,1,8.118860112040269e-05
682,gift of carlo m. grossman and josie g. lindau in memory of their parents isobel and isidore grossman,1,8.118860112040269e-05
683,"gift of alitalia, italy",1,8.118860112040269e-05
684,gift of susan pack,1,8.118860112040269e-05
685,"mies van der rohe archive, gift of mrs. mary callery",1,8.118860112040269e-05
686,gift of joseph binder,1,8.118860112040269e-05
687,gift of the manufacturer and turner-t ltd.,1,8.118860112040269e-05
688,curt valentin bequest (by exchange),1,8.118860112040269e-05
689,gottesman fund,1,8.118860112040269e-05
690,gift of the crow's nest,1,8.118860112040269e-05
691,patricia bonfield fund,1,8.118860112040269e-05
692,gift of the czechoslovak information office,1,8.118860112040269e-05
693,gift of mr. and mrs. wolfgang schoenborn,1,8.118860112040269e-05
694,gift of the leo castelli gallery,1,8.118860112040269e-05
695,transferred from department of architecture,1,8.118860112040269e-05
696,"gift of knoll international, inc., usa",1,8.118860112040269e-05
697,mr. and mrs. hochschild purchase fund,1,8.118860112040269e-05
698,the print associates fund,1,8.118860112040269e-05
699,art dealers association fund in memory of peter h. deitsch,1,8.118860112040269e-05
700,gift of château de la sarraz,1,8.118860112040269e-05
701,gift of the amarillo art center,1,8.118860112040269e-05
702,gift of p. reyner banham,1,8.118860112040269e-05
703,gift of mourlot freres,1,8.118860112040269e-05
704,gift of carol lynn crocker,1,8.118860112040269e-05
705,gift of the allrich gallery,1,8.118860112040269e-05
706,gift of da burde,1,8.118860112040269e-05
707,mary ellen meehan fund and the monroe wheeler fund,1,8.118860112040269e-05
708,gift of the u.s. housing authority,1,8.118860112040269e-05
709,gift of gabriel austin,1,8.118860112040269e-05
710,"gift of herbert tugendhat, knoll international, inc., and jack lenor larsen",1,8.118860112040269e-05
711,gift of leni matthaei,1,8.118860112040269e-05
712,"gift of the gilman foundation, inc.",1,8.118860112040269e-05
713,"gift of the lauder foundation, leonard and evelyn lauder fund, jack banning, and by exchange",1,8.118860112040269e-05
714,gift of ward jackson,1,8.118860112040269e-05
715,gift of lilian tone,1,8.118860112040269e-05
716,gift of the publisher,1,8.118860112040269e-05
717,"skidmore, owings & merrill design fund",1,8.118860112040269e-05
718,by exchange,1,8.118860112040269e-05
719,special purchase fund,1,8.118860112040269e-05
720,gift of gump's,1,8.118860112040269e-05
721,william k. simpson fund (in memory of abby aldrich rockefeller),1,8.118860112040269e-05
722,vincent d'aquila and harry soviak bequest,1,8.118860112040269e-05
723,"joy e. feinberg purchase fund. ""given with the deepest thanks by joy e. feinberg of berkeley, california""",1,8.118860112040269e-05
724,"jeffrey p. klein purchase fund, barbara pine purchase fund, and frederieke taylor purchase fund",1,8.118860112040269e-05
725,gift of mrs. phyllis b. lambert,1,8.118860112040269e-05
726,david whitney collection and gift of the manufacturer,1,8.118860112040269e-05
727,"gift of platinum pen company of america, inc.",1,8.118860112040269e-05
728,"gift of theodore r. gamble, jr.",1,8.118860112040269e-05
729,kenneth walker fund and gift of alvar aalto & co. architectural office,1,8.118860112040269e-05
730,gift of j. b. neumann,1,8.118860112040269e-05
731,gift of walter schnepel,1,8.118860112040269e-05
732,given in honor of lily auchincloss by the international council of the museum of modern art and department purchase funds,1,8.118860112040269e-05
733,gift of john benjamins antiquariat,1,8.118860112040269e-05
734,gift of jan de graaff,1,8.118860112040269e-05
735,gift of varvara rodchenko and aleksandr laverent'ev,1,8.118860112040269e-05
736,gift of the architects in honor of lily auchincloss,1,8.118860112040269e-05
737,"gift of luciano anselmo, torino, italy",1,8.118860112040269e-05
738,"gift of stendig, inc.",1,8.118860112040269e-05
739,gift of michael frei and joy atelier,1,8.118860112040269e-05
740,gift of emilio sanchez,1,8.118860112040269e-05
741,purchase. lily auchincloss fund,1,8.118860112040269e-05
742,gift of w.j.h.b. sandberg,1,8.118860112040269e-05
743,nina and gordon bunshaft bequest,1,8.118860112040269e-05
744,gift of robert fraser gallery,1,8.118860112040269e-05
745,gift of professor hugo munsterberg,1,8.118860112040269e-05
746,dorothy braude edinburg fund,1,8.118860112040269e-05
747,gift of manuel gonzalez flores,1,8.118860112040269e-05
748,takeo ohbayashi purchase fund,1,8.118860112040269e-05
749,"gift of gemeente-museum, the hague",1,8.118860112040269e-05
750,gift of the artist and japan graphic idea exhibition,1,8.118860112040269e-05
751,gift of cousins design,1,8.118860112040269e-05
752,"national endowment for the arts purchase fund and cook and shanosky associates, inc.",1,8.118860112040269e-05
753,gift of pirelli,1,8.118860112040269e-05
754,gift of the u.s. office of emergency management,1,8.118860112040269e-05
755,melva bucksbaum purchase fund,1,8.118860112040269e-05
756,gift of richard h. waddell,1,8.118860112040269e-05
757,gift of ludwig ries,1,8.118860112040269e-05
758,gift of elaine lustig,1,8.118860112040269e-05
759,"gift of pulos design associates, inc.",1,8.118860112040269e-05
760,gift of charles cowles and mary and david robinson,1,8.118860112040269e-05
761,"gift of architectural supplements, inc.",1,8.118860112040269e-05
762,"robert k. and barbara j. straus family foundation, inc.",1,8.118860112040269e-05
763,gift of elise jaffe + jeffrey brown,1,8.118860112040269e-05
764,the dorothy braude edinburg fund and john r. jakobson foundation fund,1,8.118860112040269e-05
765,richard s. zeisler purchase fund,1,8.118860112040269e-05
766,"david whitney collection, gift of the manufacturer",1,8.118860112040269e-05
767,gift of scarabaeus ltd.,1,8.118860112040269e-05
768,chermayeff and geismar fund,1,8.118860112040269e-05
769,gift of dr. and mrs. abram kanof,1,8.118860112040269e-05
770,gift of le petit mouchoir,1,8.118860112040269e-05
771,gift of internacional de ediciones s.a,1,8.118860112040269e-05
772,gift of etac usa,1,8.118860112040269e-05
773,gift of knoll international,1,8.118860112040269e-05
774,gift of donn golden,1,8.118860112040269e-05
775,"gift of the national commercial bank, jeddah, saudi arabia",1,8.118860112040269e-05
776,gift of elizabeth sarnoff,1,8.118860112040269e-05
777,gift of mourlot frères,1,8.118860112040269e-05
778,"gift of the designer, works inc., and rockwell art center",1,8.118860112040269e-05
779,gift of agnes gund in honor of patricia phelps de cisneros,1,8.118860112040269e-05
780,gift of the artist and aldo crommelynck,1,8.118860112040269e-05
781,gift of cleto munari,1,8.118860112040269e-05
782,gift of mrs. m. e. wormser,1,8.118860112040269e-05
783,"gift of rosenthal china, inc.",1,8.118860112040269e-05
784,gift of the junior council,1,8.118860112040269e-05
785,greta daniel fund and yale university fund,1,8.118860112040269e-05
786,gift of chase manhattan bank,1,8.118860112040269e-05
787,gift of john a. torson,1,8.118860112040269e-05
788,"gift of the kunsthalle, basel",1,8.118860112040269e-05
789,"gift of wartsila, inc.",1,8.118860112040269e-05
790,gift of elaine lustig cohen,1,8.118860112040269e-05
791,"gift of the manufacturer, gift of david whitney",1,8.118860112040269e-05
792,gift of maximilian a. sepp ltd.,1,8.118860112040269e-05
793,lily auchincloss fund in honor of joanne stern,1,8.118860112040269e-05
794,gift of steendruckkerij de jong and company,1,8.118860112040269e-05
795,"gift of arthur brown, inc.",1,8.118860112040269e-05
796,gift of finland ceramics and glass,1,8.118860112040269e-05
797,"gift of the manufacturer, heller designs, inc.",1,8.118860112040269e-05
798,gift of mr. david prager,1,8.118860112040269e-05
799,gift of the associates in memory of burt i. sherman,1,8.118860112040269e-05
800,gift of mr. and mrs. arthur a. cohen,1,8.118860112040269e-05
801,mrs. joanne m. stern fund,1,8.118860112040269e-05
802,gift of the international council in honor of jeanne c. thayer,1,8.118860112040269e-05
803,"gift of willoughby camera stores, inc.",1,8.118860112040269e-05
804,gift of phyllis b. lambert,1,8.118860112040269e-05
805,gift of raab galerie,1,8.118860112040269e-05
806,hector guimard fund,1,8.118860112040269e-05
807,"rob beyer purchase fund, edward larrabee barnes purchase fund, marcel breuer purchase fund, and philip johnson purchase fund",1,8.118860112040269e-05
808,gift of lucia eames demetrios and purchase,1,8.118860112040269e-05
809,gift of the judith rothschild foundation (donation of svetlana aronov),1,8.118860112040269e-05
810,gift of the riklis collection of mccrory corporation,1,8.118860112040269e-05
811,gift of landfall press,1,8.118860112040269e-05
812,gift of the u. s. government printing office,1,8.118860112040269e-05
813,gift of blanchette hooker rockefeller,1,8.118860112040269e-05
814,purchase and partial gift of leslie j. schrayer,1,8.118860112040269e-05
815,"gift of the rheinisches landesmuseum, bonn",1,8.118860112040269e-05
