,title,count,frequency
631,"Mitteldeutsche Badeofenfabrik, Adolf Hanf, Merseburg",3,0.00024129333226091852
632,As Is When,3,0.00024129333226091852
633,Plate (folio 90) from‘Capital’ in Pictures,3,0.00024129333226091852
634,"On the Road to Sobakévitch(En Route vers Sobakévitch), plate XIII (supplementary suite) fromLes Âmes mortes",3,0.00024129333226091852
635,"Beach House for Mr. and Mrs. Burton Tremaine, project, Santa Barbara, California (Exterior perspective, over pool with living room on right)",3,0.00024129333226091852
636,In-text plate (page 11) fromDaphnis et Chloé,3,0.00024129333226091852
637,American Airlines 747 Astroliner,3,0.00024129333226091852
638,"Mahalia Jackson (Poster for an Easter Sunday concert at Lincoln Center, New York)",3,0.00024129333226091852
639,Willy Guhl Zürich Sihlkeramik,3,0.00024129333226091852
640,Rolls-Royce Officially Approve Aeroshell Lubricating Oil,3,0.00024129333226091852
641,Serge Lifar,3,0.00024129333226091852
642,Non Vouloir,3,0.00024129333226091852
643,Tailpiece (page 44) fromThe Fables of Aesop,3,0.00024129333226091852
644,Meeting the Other People(plate 8) fromA Rake’s Progress,3,0.00024129333226091852
645,Dila Terezy Novakove u J. R. Vilimka,3,0.00024129333226091852
646,Upholstery Fabric,3,0.00024129333226091852
647,The Tailor’s WifefromThe Bewitched Tailor,3,0.00024129333226091852
648,Möbel Wettbewerb fuer die Ausstellung “Das Neue Heim” (Furniture Competition for the Exhibition “The New Home”),3,0.00024129333226091852
649,"Art and Architecture Building, Yale University, New Haven, Connecticut, Partial exterior perspective",3,0.00024129333226091852
650,Side Table,3,0.00024129333226091852
651,Decanter,3,0.00024129333226091852
652,Henri-Matisse,3,0.00024129333226091852
653,Trudi Stössel Schule für Gymnastik und Rhythmik,3,0.00024129333226091852
654,Mortar,3,0.00024129333226091852
655,“Der Sumpf” by Upton Sinclair,3,0.00024129333226091852
656,"Kabel is een vertrouwensartikel, Achter een N.K.F. kabel liggen 18 jaar ervaring, N.V. Nederlandsche Kabelfabriek Delft",3,0.00024129333226091852
657,Cup and Saucer,3,0.00024129333226091852
658,The London Group,3,0.00024129333226091852
659,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, Site-plan sketch",3,0.00024129333226091852
660,In-text plate (page 255) fromDaphnis et Chloé,3,0.00024129333226091852
661,"Untitled (plate, page 125) from the periodicalMünchner Blätter für Dichtung und Graphik, vol. 1, no. 8 (August 1919)",3,0.00024129333226091852
662,Diagram of Dynamic Random-Access Memory Chip (DRAM),3,0.00024129333226091852
663,Kukhnia(The Kitchen),3,0.00024129333226091852
664,Headpiece (page 140) fromCalligrammes,3,0.00024129333226091852
665,Maiakovskaia galereia. Te kogo ia nikogda ne videl(Mayakovsky Gallery: Those I Have Never Seen),3,0.00024129333226091852
666,Dreamline Four Quart Covered Roaster,3,0.00024129333226091852
667,Collie Mischungs-Treu,3,0.00024129333226091852
668,Plate (folio 24) fromMirskontsa(Worldbackwards),3,0.00024129333226091852
669,"Indiana 3, Philadelphia, San Antonio, Indianapolis",3,0.00024129333226091852
670,Zephyr,3,0.00024129333226091852
671,L’Effort Intellectuel et Artistique,3,0.00024129333226091852
672,"Mes bouquins refermés sur le nom de Paphos(My Books Closed on the Name of Paphos) (plate, page 151) fromPoésies(Poems)",3,0.00024129333226091852
673,In-text plate (page 5) fromDaphnis et Chloé,3,0.00024129333226091852
674,Fruit Knife,3,0.00024129333226091852
675,In-text plate (page 49) fromDaphnis et Chloé,3,0.00024129333226091852
676,Plate (page 107) from the illustrated bookCarmen,3,0.00024129333226091852
677,Kytice: Vybor z poesie a prozy pro skolu i verejnost,3,0.00024129333226091852
678,Robert Ryman Prints: 1969-1993,3,0.00024129333226091852
679,"Bureau pro navrhy budov, interieru a urbanismu, Architekt Bohuslav Fuchs",3,0.00024129333226091852
680,Paradise Garden,3,0.00024129333226091852
681,My Pretty Pony,3,0.00024129333226091852
682,Parkett no. 32,3,0.00024129333226091852
683,Double page plate (folios 12 and 13) fromArt Crow/Jim Crow,3,0.00024129333226091852
684,Parkett no. 37,3,0.00024129333226091852
685,Tailpiece (page 51) fromLe Coeur à Gaz(The Gas Heart),3,0.00024129333226091852
686,Nacvik tiskarskych pisem,3,0.00024129333226091852
687,In-text plate (page 235) fromDaphnis et Chloé,3,0.00024129333226091852
688,MR Side Chair,3,0.00024129333226091852
689,Plate (page 95) from the illustrated bookCarmen,3,0.00024129333226091852
690,"Arch Oboler Guest House (Eleanor’s Retreat), project, Malibu, California, Perspective",3,0.00024129333226091852
691,Italia,3,0.00024129333226091852
692,Plate (page 35) fromDe Mémoire d’homme,3,0.00024129333226091852
693,In-text plate (page 79) fromDaphnis et Chloé,3,0.00024129333226091852
694,"Oh, Grapefruit(plate, page 113) fromCorps perdu",3,0.00024129333226091852
695,Man with Raised Arms and the Figure of Death (Der Mann mit erhobenen Armen und die Gestalt des Todes)(plate 8) fromThe Bound Columbus (Der gefesselte Columbus),3,0.00024129333226091852
696,"Plate (folio 49) fromSix Geometric Figures and All Their Combinations, Volume II",3,0.00024129333226091852
697,In-text plate (folio 37 verso) fromÀ toute épreuve(Proof Against All),3,0.00024129333226091852
698,Lenin 1870-1970,3,0.00024129333226091852
699,In-text plate (page 127) fromDaphnis et Chloé,3,0.00024129333226091852
700,Bowl (no. 166S),3,0.00024129333226091852
701,"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior elevation",3,0.00024129333226091852
702,The Centaur and His CartfromDeux Contes,3,0.00024129333226091852
703,"Dubuffet Grafik, Silkeborg Kunstmuseum, Danmark",3,0.00024129333226091852
704,"Untitled (in-text plate, page 30) fromDie Samländische Ode (The Samland Ode)",3,0.00024129333226091852
705,"House for Rita, project, Elevation",3,0.00024129333226091852
706,Chair (model 248),3,0.00024129333226091852
707,Wilcze Doly,3,0.00024129333226091852
708,Ceratoryctoderus CandezeifromHorned Beetles and Other Insects,3,0.00024129333226091852
709,Wind MIDI Controller (model WX7),3,0.00024129333226091852
710,Sovereign Calculator,3,0.00024129333226091852
711,Cover forLe Surréalisme en 1947,3,0.00024129333226091852
712,Slovenske skolstvo v pritomnosti obrazova priloha,3,0.00024129333226091852
713,Headpiece (page 230) fromCalligrammes,3,0.00024129333226091852
714,"Dokhlaia luna. Sbornik edinstvennykh futuristov mira!! Poetov Gileia. Stikhi, proza, stat’i, risunki, oforty(The Croaked Moon: Collection of the Sole Futurists of the World!! The Gileia Poets: Verse, Prose, Essays, Drawings, and Etchings)",3,0.00024129333226091852
715,Plate (folio 26) fromL’Enchanteur pourrissant,3,0.00024129333226091852
716,"Potteries Thinkbelt Project, Staffordshire, England (Axonometric of Madeley Transfer Area)",3,0.00024129333226091852
717,"NEU, Die Neue Sammlung",3,0.00024129333226091852
718,Easy Edges Dining Table,3,0.00024129333226091852
719,Plate (folio 18) from10 Origin,3,0.00024129333226091852
720,Don’t Let Him Down!,3,0.00024129333226091852
721,"Trial proof forIn the Land of Thirst and Terror, plate XXVI fromMiserere",3,0.00024129333226091852
722,Say it Fast..Often..With Color,3,0.00024129333226091852
723,"The Peace Apostle: The Speaker (Der Friedensapostel: Der Redner)(in-text plate, page 379) fromNeben der Heerstrasse (Off the Main Road)",3,0.00024129333226091852
724,Headpiece (page iii) fromThe Fables of Aesop,3,0.00024129333226091852
725,Plate (page 22) fromCentury of the Common Man,3,0.00024129333226091852
726,"Starowieyski Posters, The Museum of Modern Art",3,0.00024129333226091852
727,Plate (folio 3) fromStamped Indelibly,3,0.00024129333226091852
728,"Prayers and Sermons for the Stations of the Cross,",3,0.00024129333226091852
729,Plate (folio 23) from23 Gravures,3,0.00024129333226091852
730,"Untitled (plate, folio 5) fromImmer und Immer (Again and Again)",3,0.00024129333226091852
731,Bowl (Exhibited in the US Pavilion in the 1951 Milan Triennale),3,0.00024129333226091852
732,Typo,3,0.00024129333226091852
733,"Mountain House Studies Project, No intended site known (possibly Merano, South Tyrol, Italy), Entrance elevation sketch",3,0.00024129333226091852
734,The Final Plate: Portrait of the AuthorfromThe Bewitched Tailor,3,0.00024129333226091852
735,Raichle Ski Boot,3,0.00024129333226091852
736,Plate (folio 21) fromSketchbook 1982,3,0.00024129333226091852
737,Fonetika teatra(Phonetics of the Theater),3,0.00024129333226091852
738,Kapka vody pro deti napsal (A drop of water for children),3,0.00024129333226091852
739,"Woodland Chapel, Woodland Cemetery, Stockholm, Sweden, Front perspective, sketch",3,0.00024129333226091852
740,Frontispiece fromAlmanach surréaliste du demi-siècle,3,0.00024129333226091852
741,"Church of Solitude Project, New York, New York, Transverse section",3,0.00024129333226091852
742,One of the Thousand Y.M.C.A. Girls in France,3,0.00024129333226091852
743,Hairbrush and Clothes Brush,3,0.00024129333226091852
744,Circles,3,0.00024129333226091852
745,Le Blanc et le Noir,3,0.00024129333226091852
746,Angleterre,3,0.00024129333226091852
747,Cocktail Glass,3,0.00024129333226091852
748,"Already Buried Characters, Poster Celebrating 10th Anniversary of “Tategumi Yokogumi” Magazine",3,0.00024129333226091852
749,Bowl (no. 83-158),3,0.00024129333226091852
750,"Six Geometric Figures and All Their Combinations, Volume II",3,0.00024129333226091852
751,"Cathedral of St. John the Divine Project, New York City, New York, Section",3,0.00024129333226091852
752,In-text plate (page 143) fromDaphnis et Chloé,3,0.00024129333226091852
753,Di Kupe. Poema(The Pile: A Poem),3,0.00024129333226091852
754,"Workers of the World, Unite!",3,0.00024129333226091852
755,"Memorial to the Six Million Jewish Martyrs, project, New York City, New York, Perspective of central pier",3,0.00024129333226091852
756,Scribner’s,3,0.00024129333226091852
757,For Wider Streets Vote Conservative,3,0.00024129333226091852
758,Headpiece (page 93) fromThe Fables of Aesop,3,0.00024129333226091852
759,Alles Kauft im Kaufhaus Oberpollinger Munchen,3,0.00024129333226091852
760,Cucciolo Toilet Brush Holder,3,0.00024129333226091852
761,Grit In The Eye,3,0.00024129333226091852
762,Jäkälä Vase,3,0.00024129333226091852
763,Illustration for Scene 10 (plate facing page 110) fromDer Mensch ist kein Haustier (Man Is Not a Domestic Animal),3,0.00024129333226091852
764,"Promontory Apartment Building, Chicago, Illinois, Perspective (from southeast)",3,0.00024129333226091852
765,Untitled (Bob Dylan),3,0.00024129333226091852
766,Dictionaries and AtlasesfromÀ l’Infinitif (La Boîte Blanche)(In the Infinitive [The White Box]),3,0.00024129333226091852
767,In-text plate (page 121) fromDaphnis et Chloé,3,0.00024129333226091852
768,Four Seated Nude Men(Quatres hommes nus assis) fromLes Métamorphoses,3,0.00024129333226091852
769,Plate (page 17) from the illustrated bookCarmen,3,0.00024129333226091852
770,"Forest (Wald)(plate, page 142) from the periodicalMünchner Blätter für Dichtung und Graphik, vol. 1, no. 9 (September 1919)",3,0.00024129333226091852
771,"Kunsthaus Zürich, Abstrakte und Surrealistische Malerei und Plastik",3,0.00024129333226091852
772,Town and Country Salt and Pepper Shakers,3,0.00024129333226091852
773,Soft Lamps Hanging Lamp,3,0.00024129333226091852
774,Double page in-text plate (folios 20 verso and 21) fromÀ toute épreuve(Proof Against All),3,0.00024129333226091852
775,Die Sport Ausstellung (The Sport Exhibition) (Poster for exhibition in Magdeburg),3,0.00024129333226091852
776,"Church of the Light, Ibaraki, Osaka, Japan, Plan",3,0.00024129333226091852
777,Parkett no. 28,3,0.00024129333226091852
778,Slide Viewer (model 135 B),3,0.00024129333226091852
779,"Miller House, Norristown, Pennsylvania, Exterior perspective of entrance",3,0.00024129333226091852
780,Picasso Dessins,3,0.00024129333226091852
781,Paper Work,3,0.00024129333226091852
782,"Mountain House Studies, No intended site known (possibly Merano, South Tyrol, Italy), Sketch elevation for “Glass House on a Hillside.“",3,0.00024129333226091852
783,Covered Jar,3,0.00024129333226091852
784,"Variant ofThree Bathers(1st supplementary suite, plate 12) from the illustrated bookLa Chèvre-Feuille",3,0.00024129333226091852
785,Vejens Mysterium,3,0.00024129333226091852
786,Drapery Fabric,3,0.00024129333226091852
787,"Groote Openlucht Meeting, Ter Herdenking Van De Oprichting Der, Intern-Anit-Mil-Ver-In 1904, En Het Uitbreken Van De, Wer Eldoorlog in 1914",3,0.00024129333226091852
788,Akari Floor Lamp (model K4),3,0.00024129333226091852
789,Plate (folio 5) fromGeometric Figures within Geometric Figures,3,0.00024129333226091852
790,"Collision on the Road(Collusion en chemin), plate XXVII (supplementary suite) fromLes Âmes mortes",3,0.00024129333226091852
791,In-text plate (page 19) fromL’Évangile(The Gospel),3,0.00024129333226091852
792,Kanze Noh Play,3,0.00024129333226091852
793,Kurs: Wandlungen der Sozialistischen Bewegung-Montags,3,0.00024129333226091852
794,Parkett no. 9,3,0.00024129333226091852
795,After the Battle of Hastings(Après la bataille de Hastings) (plate) fromLe Surréalisme en 1947,3,0.00024129333226091852
796,StudentsfromStones,3,0.00024129333226091852
797,Stacking Stools (model 60),3,0.00024129333226091852
798,Tailpiece (folio 25 verso) fromIn Memory of My Feelings,3,0.00024129333226091852
799,"Skandia Cinema, Stockholm, Sweden, Elevation of rear of auditorium",3,0.00024129333226091852
800,Pablo Picasso,3,0.00024129333226091852
801,Which Way Out?,3,0.00024129333226091852
802,Conchoidal Chair with Arms (Elevation sketch),3,0.00024129333226091852
803,"Bill of Fare, Gropius Dinner, March 9, 1937",3,0.00024129333226091852
804,River Avon Book,3,0.00024129333226091852
805,Wine Goblet,3,0.00024129333226091852
806,SS. “Côte D’Azur” (Poster for Chemin de Fer du Nord),3,0.00024129333226091852
807,"Novyi LEF. Zhurnal levogo fronta iskusstv, 7",3,0.00024129333226091852
808,"Hong Kong and Shanghai Bank, Hong Kong, China, .1 Axonometric and elevation, .2 Elevation and exterior perspective,",3,0.00024129333226091852
809,Hair Dryer (model HLD 2),3,0.00024129333226091852
810,Aixafem el faixisme,3,0.00024129333226091852
811,Plate (folio 16) fromSketchbook 1982,3,0.00024129333226091852
812,Tea Kettle,3,0.00024129333226091852
813,"Exposition de L’Habitation, Grand Palais, Paris",3,0.00024129333226091852
814,Nutcracker,3,0.00024129333226091852
815,Kit Hillery Paintings,3,0.00024129333226091852
816,Plate (folio 7) fromPietre Foglie,3,0.00024129333226091852
817,"Eleanor Donnelley Erdman Hall, Bryn Mawr College, Bryn Mawr, Pennsylvania, Plan and elevation sketches",3,0.00024129333226091852
818,Untitled (title page) fromImmer und Immer (Again and Again),3,0.00024129333226091852
819,"The Spirit of the Snake(plate, folio 13) fromAs Is When",3,0.00024129333226091852
820,In-text plate (folio 22) fromPoésie de mots inconnus,3,0.00024129333226091852
821,Jazz,3,0.00024129333226091852
822,Tailpiece (page 364) fromThe Fables of Aesop,3,0.00024129333226091852
823,"Getulio, Studio F. 1962",3,0.00024129333226091852
824,Delphax Fonts (Poster for fonts created for Delphax office printers),3,0.00024129333226091852
825,Seeing It Through; Woman Conductor (Poster for London Transport),3,0.00024129333226091852
826,"Harlequin General, plate from the illustrated bookToupies",3,0.00024129333226091852
827,In-text plate (page 113) fromLe Chant des morts,3,0.00024129333226091852
828,Title page fromÀ toute épreuve(Proof Against All),3,0.00024129333226091852
829,Pasiphaé: Chant de Minos (Les Crétois),3,0.00024129333226091852
830,"The Raven (Die Raben)(plate, folio 10 verso) from the periodicalDer Bildermann, vol. 1, no. 5 (Jun 1916)",3,0.00024129333226091852
831,"Monster(plate, folio 11) fromOda a Lorca",3,0.00024129333226091852
832,"Church of the Light, Ibaraki, Osaka, Japan (Plan)",3,0.00024129333226091852
833,"The Indian Museum, Book to South Kensington, Open Daily",3,0.00024129333226091852
834,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh (Plan sketch)",3,0.00024129333226091852
835,Werkbundausstellung die Wohnung,3,0.00024129333226091852
836,In-text plate (page 219) fromDaphnis et Chloé,3,0.00024129333226091852
837,"Prototype Architecture School No. 5, project, Los Angeles, California, Elevations",3,0.00024129333226091852
838,Tractor Vaporizing Oil,3,0.00024129333226091852
839,"Mask of Philosophy(plate, page 91) fromDreams and Projects",3,0.00024129333226091852
840,"FILE- A Magazine is a Storehouse of Ideas, To Read, To Save. LIFE Magazine Is A Weekly Chronicle Of Man",3,0.00024129333226091852
841,Tailpiece (page 50) fromParler seul(Speaking Alone),3,0.00024129333226091852
842,Reforma appelmost,3,0.00024129333226091852
843,GGG: Die Hochwertige,3,0.00024129333226091852
844,Merz 2: Ich bin der Künstler von i,3,0.00024129333226091852
845,Plate (page 25) fromMeidosems,3,0.00024129333226091852
846,In-text plate (folio 106 recto) fromIn Memory of My Feelings,3,0.00024129333226091852
847,"Köln, Kunsthochschule für Medium Veröffentlichungsjahr",3,0.00024129333226091852
848,"Highrise of Homes, project, Aerial perspective and plan",3,0.00024129333226091852
849,"Bols, Die Bürgschaft des Namens",3,0.00024129333226091852
850,Streamliner Meat Slicer (model 410),3,0.00024129333226091852
851,Plate (page 21) fromParler seul(Speaking Alone),3,0.00024129333226091852
852,Color Television,3,0.00024129333226091852
853,Lemon Squeezer,3,0.00024129333226091852
854,"Embassy of Finland, Washington D.C.",3,0.00024129333226091852
855,Plate (page 98) fromCirque(Circus),3,0.00024129333226091852
856,Kandinsky zum 60. Geburtstag,3,0.00024129333226091852
857,Stadtnacht (City Night),3,0.00024129333226091852
858,Plate (folio 21) fromBook AC,3,0.00024129333226091852
859,"Nucleus of an Underground Building, project, Perspective",3,0.00024129333226091852
860,In-text plate (page 55) fromLe Chant des morts,3,0.00024129333226091852
861,"Plate (folio 42) fromSix Geometric Figures and All Their Combinations, Volume I",3,0.00024129333226091852
862,Plate 4 (folio 12) fromRencontre,3,0.00024129333226091852
863,Plate (page 17) fromLa Nouvelle chute d’Amérique,3,0.00024129333226091852
864,Prototype for Red/Blue Chair,3,0.00024129333226091852
865,Ten Sonnets,3,0.00024129333226091852
866,Nude Leaning on Her Elbow(Nu accoudé) (page 43) fromSable mouvant,3,0.00024129333226091852
867,23 Gravures,3,0.00024129333226091852
868,El ingenioso hidalgo Don Quixote de la Mancha de Matta,3,0.00024129333226091852
869,Sofii Georgievne Mel’nikovoi. Fantasticheskii kabachek,3,0.00024129333226091852
870,Untitled (Tape Dummy)fromThe Conditional Probability Machine,3,0.00024129333226091852
871,Klänge (Sounds),3,0.00024129333226091852
872,Vozropshchem(Let’s Grumble),3,0.00024129333226091852
873,The Cell,3,0.00024129333226091852
874,Q. And babies? A. And babies.,3,0.00024129333226091852
875,Visit the Museum of Immigration at the Statue of Liberty,3,0.00024129333226091852
876,Title page fromBirds from my Homeland,3,0.00024129333226091852
877,Covered Containers,3,0.00024129333226091852
878,"10 Banknotes, designed for the State Bank of Thuringia",3,0.00024129333226091852
879,"Vignette next to “The Effect of Color” (“Wirkung der Farbe”) (headpiece, page 37) fromÜber das Geistige in der Kunst (Concerning the Spiritual in Art)",3,0.00024129333226091852
880,Ein Sommernachtstraum (A Mid-Summer Night’s Dream),3,0.00024129333226091852
881,Hahn Werbedruck,3,0.00024129333226091852
882,Prevent Loose Heads,3,0.00024129333226091852
883,Greifswald Platter,3,0.00024129333226091852
884,Adjustable Table,3,0.00024129333226091852
885,Straw Glass Series Wine Glass,3,0.00024129333226091852
886,Evacuad Madrid (Evacuate Madrid),3,0.00024129333226091852
887,Chop Plate,3,0.00024129333226091852
888,"Untitled (plate, facing page 28) fromDie Samländische Ode (The Samland Ode)",3,0.00024129333226091852
889,Plate (page 67) fromParler seul(Speaking Alone),3,0.00024129333226091852
890,"Green Line Motor Coaches, Chertsey and London (Poster for London Underground)",3,0.00024129333226091852
891,Raw Notes,3,0.00024129333226091852
892,"Rhode Island, The New Haven Railroad",3,0.00024129333226091852
893,Tailpiece (page 10) fromParler seul(Speaking Alone),3,0.00024129333226091852
894,"Bauhaus Dessau im Gewerbemuseum, Basel",3,0.00024129333226091852
895,"Carl Petrie, Alfeld/Leine, Wettertuche, Postkarte",3,0.00024129333226091852
896,"To the Wayfarers (Den Wanderern)(plate, page 189) from the periodicalMünchner Blätter für Dichtung und Graphik, vol. 1, no.11⁄12(December 1919)",3,0.00024129333226091852
897,Diagram of Logic Chip,3,0.00024129333226091852
898,Plate 8(folio 16) fromLiebesgedichte (Love Poems),3,0.00024129333226091852
899,Tea Trolley (model 98),3,0.00024129333226091852
900,"Stiftung Bauhaus Dessau, Marz-April 1995 (Foundation Bauhaus Dessau, March-April, Event Poster)",3,0.00024129333226091852
901,"Fort mit dem Kronleuchter, Werbeblatt 2",3,0.00024129333226091852
902,Crystallizing Dishes,3,0.00024129333226091852
903,Plate (folio 18 verso) fromMetafisikal Translations,3,0.00024129333226091852
904,Plate (folio 15) from The Adventures of a Novel in Four Chapters,3,0.00024129333226091852
905,In-text plate (page 78) fromL’Évangile(The Gospel),3,0.00024129333226091852
906,"Wehag, Wilhelm Engstfeld A.G",3,0.00024129333226091852
907,"Beach House for Mr. and Mrs. Burton Tremaine, project, Santa Barbara, California (Plan of second floor)",3,0.00024129333226091852
908,Cesca Armchair (model B64),3,0.00024129333226091852
909,Fahrenheitor Mushroom Tray Bottle Cooler,3,0.00024129333226091852
910,Osai-Gonzu,3,0.00024129333226091852
911,Domino Table,3,0.00024129333226091852
912,"Abstraction II(plate, folio 11) from23 Gravures",3,0.00024129333226091852
913,"Leg(b) (plate, folio 8 verso) fromFoirades/Fizzles",3,0.00024129333226091852
914,"The New Society: Plate 3 (Die neue Gesellschaft: Blatt 3)(plate, folio 22 verso) from the periodicalDer Bildermann, vol. 1, no. 11 (September 1916)",3,0.00024129333226091852
915,"Trial proof for rejected plate and 2 folios of text from Les Animaux et Leurs Hommes, Les Hommes et Leurs Animaux",3,0.00024129333226091852
916,In-text plate (page 115) fromDaphnis et Chloé,3,0.00024129333226091852
917,"Albert Glejzes, Kompozycja",3,0.00024129333226091852
918,"XXVe Exposition, Salon des Cent",3,0.00024129333226091852
919,Maison Prunier,3,0.00024129333226091852
920,"Electric Flag, Illinois Speed Press, Smokestack Lightnin’",3,0.00024129333226091852
921,"Composition with Stemmed Glass(supplementary suite, plate 5) fromDans l’Atelier de Picasso",3,0.00024129333226091852
922,"Samenhaus Kahl, Muster ohne Wert",3,0.00024129333226091852
923,Double page in-text plate (folios 11 verso and 12) fromThe Dance of Man in Modern Times,3,0.00024129333226091852
924,Finger Bowls,3,0.00024129333226091852
925,Les Âmes mortes (Dead Souls),3,0.00024129333226091852
926,Iskandar name(The Book of Alexander),3,0.00024129333226091852
927,Fagus Stanzmesser,3,0.00024129333226091852
928,In-text plate (folio 43 verso) fromÀ toute épreuve(Proof Against All),3,0.00024129333226091852
929,"SA. Sovremennaia Arkhitektura(CA. Contemporary Architecture), no. 1",3,0.00024129333226091852
930,Cancer is Curable If Treated Early,3,0.00024129333226091852
931,Six Etchings by Giuseppe Viviani(Sei Incisioni di Giuseppe Viviani),3,0.00024129333226091852
932,Fabric (no. 9-158),3,0.00024129333226091852
933,Urbino Teacup and Saucer,3,0.00024129333226091852
934,"Serge Charchoune, Martwa Natura",3,0.00024129333226091852
935,Coffee Service,3,0.00024129333226091852
936,Plate (folio 80) from‘Capital’ in Pictures,3,0.00024129333226091852
937,Samos Bowl (model S),3,0.00024129333226091852
938,Charlie Chaplin,3,0.00024129333226091852
939,Clock,3,0.00024129333226091852
940,In-text plate (folio 20) fromÀ toute épreuve(Proof Against All),3,0.00024129333226091852
941,Stationery card for Werbe-bau,3,0.00024129333226091852
942,Side Chair (Exhibited in the US Pavilion in the 1951 Milan Triennale),3,0.00024129333226091852
943,"Woodland Chapel, Woodland Cemetery, Stockholm, Sweden, Side elevation",3,0.00024129333226091852
944,The Bewitched Tailor,3,0.00024129333226091852
945,"House for Venice Biennale project, Venice, Italy (Aerial views)",3,0.00024129333226091852
946,The Chap-Book,3,0.00024129333226091852
947,“Pokuseni Pascalovo” by F. X. Salda,3,0.00024129333226091852
948,Kitchen Scale (model BA 2000),3,0.00024129333226091852
949,Roial’ v detskoi(Piano in the Nursery),3,0.00024129333226091852
950,Fo-ly-fa,3,0.00024129333226091852
951,Union,3,0.00024129333226091852
952,Petites scènes familières,3,0.00024129333226091852
953,Plate (folio 3) fromBook AC,3,0.00024129333226091852
954,"Kunsthalle project, Dresden, Germany",3,0.00024129333226091852
955,Metamorphosis,3,0.00024129333226091852
956,Headpiece (page ix) fromThe Fables of Aesop,3,0.00024129333226091852
957,Lovers on the Bench(Liebende auf der Bank)from My Life(Mein Leben),3,0.00024129333226091852
958,"Plate (folio 9) fromSix Geometric Figures and All Their Combinations, Volume I",3,0.00024129333226091852
959,In-text plate (page 133) fromDaphnis et Chloé,3,0.00024129333226091852
960,His Needs Come First,3,0.00024129333226091852
961,Lion (Löwe)(plate 28) from the illustrated bookDeutsche Graphiker der Gegenwart (German Printmakers of Our Time),3,0.00024129333226091852
962,Untitled (forParkettno. 6),3,0.00024129333226091852
963,Ausstellung Antik + Modern,3,0.00024129333226091852
964,Room-Dividing Curtain Material for Harvard Graduate Center Dormitory,3,0.00024129333226091852
965,Hatpin,3,0.00024129333226091852
966,"Untitled (plate, facing page 26) fromDie Samländische Ode (The Samland Ode)",3,0.00024129333226091852
967,In-text plate (folio 33 verso) fromÀ toute épreuve(Proof Against All),3,0.00024129333226091852
968,Olympische Spiele München 1972,3,0.00024129333226091852
969,Headpiece (page 133) fromThe Fables of Aesop,3,0.00024129333226091852
970,"Plate 17 fromFuturists, Abstractionists, Dadaists: the Forerunners of the Avant-Garde, vol. I",3,0.00024129333226091852
971,Plate (folio 12) fromFraternity,3,0.00024129333226091852
972,Wipe Out Discrimination,3,0.00024129333226091852
973,Plate (folio 12) from‘Capital’ in Pictures,3,0.00024129333226091852
974,La Jeune parque,3,0.00024129333226091852
975,Ein Jahrhundert bittet um Frieden,3,0.00024129333226091852
976,"Výstava Slovenska (Slovakian Exhibition) (Display card for an exhibition of Slovakian art, Prague)",3,0.00024129333226091852
977,Painter and Model with Long Hair(Peintre et modèle aux cheveux longs) (page 15) fromSable mouvant,3,0.00024129333226091852
978,"Urban Renewal in New York Project, New York, New York, Aerial perspective",3,0.00024129333226091852
979,Womb Chair (Exhibited in the US Pavilion in the 1951 Milan Triennale),3,0.00024129333226091852
980,Up The Threshold,3,0.00024129333226091852
981,In-text plate (page 57) fromLe Chant des morts,3,0.00024129333226091852
982,7. brezen 1930 den osvety,3,0.00024129333226091852
983,Plate (folio 11 verso) fromLa Fin du monde filmée par l’ange de N.-D.(The End of the World Filmed by the Angel of Notre Dame),3,0.00024129333226091852
984,Plate (folio 13) fromBook AC,3,0.00024129333226091852
985,Seven Books of Poetry,3,0.00024129333226091852
986,An den Deutschen Werkbund,3,0.00024129333226091852
987,Plate (page 139) from the illustrated bookCarmen,3,0.00024129333226091852
988,"Esposizione di Guerra, Trieste, 1917",3,0.00024129333226091852
989,"Paul Hankar, Architecte",3,0.00024129333226091852
990,"The Westminster Press. Printers, 11 Henretta St. Covent Garden",3,0.00024129333226091852
991,Special Battery-Powered Photo Flash,3,0.00024129333226091852
992,Lo Spazio dei Gesti,3,0.00024129333226091852
993,"Unity Temple, Oak Park, IL (Exterior perspective and partial plan)",3,0.00024129333226091852
994,Headpiece (page 38) fromCalligrammes,3,0.00024129333226091852
995,"The Horse Shoe, English and American Bar",3,0.00024129333226091852
996,"Pillars under the Shed Project, Aerial perspective",3,0.00024129333226091852
997,"Sculptures Polychromes F. Léger, Galerie Louis Carré",3,0.00024129333226091852
998,"Plate (folio 50) fromSix Geometric Figures and All Their Combinations, Volume II",3,0.00024129333226091852
999,First in the Fight,3,0.00024129333226091852
1000,"Quinquina Dubonnet, Apéritif, Dans tous les Cafés",3,0.00024129333226091852
1001,MembracidaefromHorned Beetles and Other Insects,3,0.00024129333226091852
1002,Antigona(Antigone),3,0.00024129333226091852
1003,The Women’s Memorial Service,3,0.00024129333226091852
1004,"Mitteldeutsche Badeofenfabrik, Adolf Hanf",3,0.00024129333226091852
