,publisher,count,frequency
482,"edition ivan edeling, copenhagen",1,0.00019179133103183735
483,"feature gallery, new york",1,0.00019179133103183735
484,"stone & kimball, chicago",1,0.00019179133103183735
485,"jean dubuffet, paris, jean paulhan, paris",1,0.00019179133103183735
486,"khobo, moscow",1,0.00019179133103183735
487,"alte nationalgalerie, kabinett am goetheplatz (bertuchhaus), weimar",1,0.00019179133103183735
488,"grafiche igap, rome",1,0.00019179133103183735
489,"unknown, cologne",1,0.00019179133103183735
490,"richard hauschildt, berlin",1,0.00019179133103183735
491,"ugt (union general de trabajadores/general workers' union), barcelona",1,0.00019179133103183735
492,"international kaleidoscope, los angeles",1,0.00019179133103183735
493,"editions fata morgana, montpellier, france",1,0.00019179133103183735
494,deutscher künstlerbund,1,0.00019179133103183735
495,"f.j.m. rehse archiv f. zeitgeschichte u. publizistik, munich",1,0.00019179133103183735
496,"proletarii, kharkov",1,0.00019179133103183735
497,u.s. navy recruiting bureau,1,0.00019179133103183735
498,"eleonora and walter rossi, 2rc editrice, rome",1,0.00019179133103183735
499,"otto meier verlag, ravensburg",1,0.00019179133103183735
500,"les nourritures terrestres, paris",1,0.00019179133103183735
501,"vsadnik, kazan",1,0.00019179133103183735
502,"manchester guardian, evening news ltd.",1,0.00019179133103183735
503,"izobrazitel'noe iskusstvo, moscow-leningrad",1,0.00019179133103183735
504,"pace wildenstein, new york",1,0.00019179133103183735
505,"petersburg press, london",1,0.00019179133103183735
506,"fritz wedekind & co., stuttgart",1,0.00019179133103183735
507,rabochaya moskva (working moscow),1,0.00019179133103183735
508,"aleksandr tufanov, petersburg",1,0.00019179133103183735
509,"nigel greenwood, inc., london, art for all, london",1,0.00019179133103183735
510,"paul steegemann verlag, hannover",1,0.00019179133103183735
511,the council of industrial design,1,0.00019179133103183735
512,"galerie yvon lambert, paris, galerie heiner friedrich, munich/new york",1,0.00019179133103183735
513,"aventiura, petrograd",1,0.00019179133103183735
514,"the villiers engineering company, ltd., wolverhampton",1,0.00019179133103183735
515,"annemarie verna galerie, zürich, brooke alexander, inc., new york",1,0.00019179133103183735
516,"éditions ryôan-ji, marseille",1,0.00019179133103183735
517,"leningradskoe obshchestvo arkhitektorov, leningrad",1,0.00019179133103183735
518,verlag albert langen,1,0.00019179133103183735
519,"galerie michael werner, cologne, jahn und klüser, munich",1,0.00019179133103183735
520,"bauhaus verlag, weimar",1,0.00019179133103183735
521,"alexandre loewy, paris",1,0.00019179133103183735
522,"arabesque books, santa barbara, ca",1,0.00019179133103183735
523,"unknown, baku",1,0.00019179133103183735
524,"kawashima orimono co. ltd., kyoto",1,0.00019179133103183735
525,"epokha, petersburg",1,0.00019179133103183735
526,"ryuseikaku, tokyo",1,0.00019179133103183735
527,"jonquières, paris",1,0.00019179133103183735
528,"albert langen verlag, munich",1,0.00019179133103183735
529,"frith street books, london",1,0.00019179133103183735
530,"pablo picasso, paris",1,0.00019179133103183735
531,"edizioni futuriste di ""poesia"", milan",1,0.00019179133103183735
532,"éditions p.a. benoit, alès",1,0.00019179133103183735
533,"edizioni futuriste di poesia, rome and lito latta, savona, italy",1,0.00019179133103183735
534,aldo crommelynck,1,0.00019179133103183735
535,"junior council of the museum of modern art, new york",1,0.00019179133103183735
536,"41°, tiflis-feniks",1,0.00019179133103183735
537,"ts. a. miunster, moscow",1,0.00019179133103183735
538,"sea cliff editions, new york",1,0.00019179133103183735
539,the leningrad committee to commemorate the 10th,1,0.00019179133103183735
540,"tristan tzara, paris",1,0.00019179133103183735
541,national tuberculosis association,1,0.00019179133103183735
542,"editora anônima, são paulo",1,0.00019179133103183735
543,"société littéraire de france, paris",1,0.00019179133103183735
544,"ekaterina neimaer, kharkov",1,0.00019179133103183735
545,"industrial art club, brno",1,0.00019179133103183735
546,"comité de la section de l'u.r.s.s. à l'exposition internationale, moscow",1,0.00019179133103183735
547,"société d'édition ""le livre"", paris",1,0.00019179133103183735
548,"galerie und edition staehli, zürich",1,0.00019179133103183735
549,"verlag fred jahn, munich",1,0.00019179133103183735
550,"avioizdatel'stvo-aviakhim, moscow",1,0.00019179133103183735
551,"cantz verlag, stuttgart, germany",1,0.00019179133103183735
552,"collectif génération, colombes, france",1,0.00019179133103183735
553,"crommelynck, paris",1,0.00019179133103183735
554,"edition gunnar a. kaldewey, düsseldorf",1,0.00019179133103183735
555,"skify (scythians), berlin",1,0.00019179133103183735
556,"osiris, new york",1,0.00019179133103183735
557,"podkarpatoruske nakladatelstvi, bratislava",1,0.00019179133103183735
558,"edizione italiana della dinamo azari, milan and paris",1,0.00019179133103183735
559,"vilner farlag fun b.a. kletzin, petrograd",1,0.00019179133103183735
560,"gemini g.e.l., los angeles",1,0.00019179133103183735
561,"ernest rathenau, new york",1,0.00019179133103183735
562,"glm (guy lévis mano), paris",1,0.00019179133103183735
563,"botella al mar, buenos aires",1,0.00019179133103183735
564,"landfall press, friends of the ryerson and burnham libraries",1,0.00019179133103183735
565,"the paragon press, london",1,0.00019179133103183735
566,"u.s. printing and litho. co., new york",1,0.00019179133103183735
567,"ogonek, moscow",1,0.00019179133103183735
568,"éditions de la lune bleue (blue moon press), new york",1,0.00019179133103183735
569,"mirovyi raztsvet [mikhail matiushin], petrograd",1,0.00019179133103183735
570,"le dragon rouge, prague (hélène delprat)",1,0.00019179133103183735
571,"wild hawthorn press, little sparta, scotland",1,0.00019179133103183735
572,"imprints, london",1,0.00019179133103183735
573,"galerie rothe, heidelberg, germany",1,0.00019179133103183735
574,swissair,1,0.00019179133103183735
575,"la dépêche, toulouse, france",1,0.00019179133103183735
576,"brandeis university national women's committee, new york",1,0.00019179133103183735
577,"estudio actual, caracas",1,0.00019179133103183735
578,"editions dyn, mexico city",1,0.00019179133103183735
579,"jacob samuel, santa monica",1,0.00019179133103183735
580,"e. deroule, paris",1,0.00019179133103183735
581,"edition krinzinger verlags gmbh, vienna",1,0.00019179133103183735
582,"v. n. kashin, moscow",1,0.00019179133103183735
583,"associated american artists, new york",1,0.00019179133103183735
584,"quentin éditeur, geneva",1,0.00019179133103183735
585,"imprimerie veuve monnom, brussels",1,0.00019179133103183735
586,"galeria luiz buarque de hollanda, rio de janeiro, paulo bittencourt",1,0.00019179133103183735
587,"ymca, ywca",1,0.00019179133103183735
588,"serigrafia, madrid",1,0.00019179133103183735
589,"ygekhaykhiu [sergei podgaevski], futurgrad [moscow-zen’kov]",1,0.00019179133103183735
590,the peter norton family,1,0.00019179133103183735
591,"vsekokhudozhnik, moscow",1,0.00019179133103183735
592,"gosudarstvennoe izdatel'stvo, leningrad",1,0.00019179133103183735
593,"editions albor, paris and barcelona",1,0.00019179133103183735
594,"galerie rudolf zwirner, cologne, betty parsons gallery, new york",1,0.00019179133103183735
